# DISASSEMBLY-DERIVED (tier 2: addresses).  GENERATED by
# docs/whitebox/scripts/build_ref.py -- do not hand-edit.
# Every addr is an absolute VA in c2.dll sha256 c80981c015166effecc71ad8112d5577a065b2300891dfdb02b9c13787a66258.
# NAVIGATION ONLY.  Nothing here may enter crates/ without a
# docs/whitebox/DISCLOSURE.md row naming the address.
# kind: func-entry | in-func | data | unmapped
# tu_conf: in-anchor (a fact) | gap (a hypothesis, C2_MAP.md 3.1)
#          no-ice-site (a TU the partition cannot see) | n/a (not code)
addr	kind	func	func_size	ncallers	ncallees	tu	tu_conf	subsys	page	conf	label	n_cites	cites
10c0f8a1	in-func	10c0f882	686	10	44	lower.c	gap	-	-	high	sel-dispatch	1	whitebox/WB_SELECT_RECONCILED.md:1
10c0f8a7	in-func	10c0f882	686	10	44	lower.c	gap	-	-	high	sel-dispatch	2	rungs/2026-08-09-wb-selfit.md:1,whitebox/WB_SELECT_RECONCILED.md:1
10c0f8ae	in-func	10c0f882	686	10	44	lower.c	gap	-	-	high	sel-dispatch	2	rungs/2026-08-09-wb-selfit.md:1,whitebox/WB_SELECT_RECONCILED.md:1
10c0f970	in-func	10c0f882	686	10	44	lower.c	gap	-	-	high	sel-dispatch	1	whitebox/WB_SELECT_RECONCILED.md:1
10c0fb2a	in-func	10c0f882	686	10	44	lower.c	gap	-	-	high	sel-dispatch	1	whitebox/WB_SELECT_RECONCILED.md:1
10c0fb32	data	10c0fb32	4	0	0	lower.c	gap	-	-	unknown	-	12	whitebox/WB_SELECT_FINDINGS_R2.md:4,rungs/2026-08-09-wb-selfit.md:3,BOARD.md:2,whitebox/WB_SELECT_RECONCILED.md:2,whitebox/WB_SELECT_FINDINGS.md:1
10c0fbd6	data	10c0fbd6	1	0	0	lower.c	gap	-	-	unknown	-	11	whitebox/WB_SELECT_FINDINGS_R2.md:4,BOARD.md:2,rungs/2026-08-09-wb-selfit.md:2,whitebox/WB_SELECT_RECONCILED.md:2,whitebox/WB_SELECT_FINDINGS.md:1
10c10c7d	func-entry	10c10c7d	20	2	1	lower.c	gap	-	-	high	listing-writer: .cod file header (TITLE/.PPC/.MODEL FLAT/ORG)	1	whitebox/C2_MAP.md:1
10c10cf1	func-entry	10c10cf1	130	1	4	lower.c	gap	-	-	high	listing-writer: .cod per-function epilogue (End code for function)	1	whitebox/C2_MAP.md:1
10c10d73	func-entry	10c10d73	509	1	7	lower.c	gap	-	-	high	listing-writer: per-instruction .cod line writer, p2/ppc/mdlist.c	1	whitebox/C2_MAP.md:1
10c11060	func-entry	10c11060	54	2	1	mdlist.c	in-anchor	-	-	unknown	-	3	whitebox/WB_DAGORDER_FINDINGS.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1,whitebox/WB_SELECT_FINDINGS_R2.md:1
10c11219	func-entry	10c11219	285	1	8	mdlist.c	gap	-	-	high	listing-writer: .cod per-function prologue (Begin code for function/PROC NEAR/COMDAT)	1	whitebox/C2_MAP.md:1
10c113f3	func-entry	10c113f3	896	2	7	mdlist.c	gap	-	-	unknown	-	1	whitebox/WB_CHOOSER_FINDINGS.md:1
10c1252c	func-entry	10c1252c	144	1	6	mdmisc.c	gap	-	-	high	watermark|section-select: creates .XBLD$W and the __C2_11886 build-stamp symbol; byte-swaps 16 B LE->BE	0	-
10c15b87	func-entry	10c15b87	504	1	5	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10c15d7f	func-entry	10c15d7f	613	1	9	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10c16569	func-entry	10c16569	666	1	10	mdmisc.c	gap	-	-	medium	md-peephole-driver: the machine-instruction peephole loop; gates 10c15d7f (opcode 1) and 10c15b87 (opcode 0xb) on DAT_10c2ecfc. A second consumer of the -QXnopreinc flag, at machine level	4	whitebox/WB_LOOP_FINDINGS.md:4
10c16705	in-func	10c16569	666	1	10	mdmisc.c	gap	-	-	medium	md-peephole-driver	1	whitebox/WB_LOOP_FINDINGS.md:1
10c16719	in-func	10c16569	666	1	10	mdmisc.c	gap	-	-	medium	md-peephole-driver	1	whitebox/WB_LOOP_FINDINGS.md:1
10c16739	in-func	10c16569	666	1	10	mdmisc.c	gap	-	-	medium	md-peephole-driver	1	whitebox/WB_LOOP_FINDINGS.md:1
10c16a46	func-entry	10c16a46	351	11	2	mdmisc.c	gap	-	-	medium	emit.peephole.finddef: Walks backwards from an instruction to the one defining a given operand; the entry point of every arm of 0x10c182b4	2	whitebox/WB_TABLES_FINDINGS.md:2
10c16cde	func-entry	10c16cde	165	9	2	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_TABLES_FINDINGS.md:1
10c16d83	func-entry	10c16d83	214	3	6	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c16e59	func-entry	10c16e59	356	1	8	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c17146	func-entry	10c17146	171	3	6	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c17552	func-entry	10c17552	41	1	1	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c1772b	func-entry	10c1772b	1007	1	14	mdmisc.c	gap	-	-	medium	select-rlandi-expand|emit.peephole.rlandi: Expansion-switch arm 13: the rlandi (0x26e/0x26f) expander — turns AND-with-constant into rlwinm, andi. or li+and. THE ONE UNREAD PASS between this lane's reading and a byte-exact lower_expr. Gr...	75	whitebox/WB_SELECT_FINDINGS_R2.md:20,whitebox/WB_TABLES_FINDINGS.md:14,whitebox/WB_SELECT_RECONCILED.md:12,BOARD.md:9,rungs/2026-08-09-wb-selfit.md:5,rungs/2026-08-09-wb-tables.md:5
10c17e78	func-entry	10c17e78	235	2	5	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c18147	func-entry	10c18147	365	1	8	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c182b4	func-entry	10c182b4	426	1	15	mdmisc.c	gap	-	-	high	select-expand-switch|emit.peephole.pass: The in-place expansion switch WB-D 4 saw but did not name: switch on the MACHINE opcode (instr[1]-1, range 0x292), byte index 0x10c184a8, jump table 0x10c18460, only 18 arms. Rewrites pseudo-ops a...	36	whitebox/WB_SELECT_FINDINGS_R2.md:12,BOARD.md:7,whitebox/WB_SELECT_RECONCILED.md:6,rungs/2026-08-09-wb-selfit.md:5,rungs/2026-08-09-wb-select2.md:2,rungs/2026-08-09-wb-tables.md:2
10c183a3	in-func	10c182b4	426	1	15	mdmisc.c	gap	-	-	high	emit.peephole.pass	1	whitebox/WB_SELECT_FINDINGS_R2.md:1
10c18460	data	10c18460	4	0	0	mdmisc.c	gap	-	-	unknown	-	10	whitebox/WB_SELECT_FINDINGS_R2.md:6,BOARD.md:2,rungs/2026-08-09-wb-select2.md:1,whitebox/WB_SELECT_RECONCILED.md:1
10c184a8	unmapped	-	-	-	-	mdmisc.c	gap	-	-	unknown	-	11	whitebox/WB_SELECT_FINDINGS_R2.md:6,BOARD.md:2,rungs/2026-08-09-wb-select2.md:1,whitebox/WB_SELECT_RECONCILED.md:1,whitebox/WB_TABLES_FINDINGS.md:1
10c194b8	func-entry	10c194b8	890	1	21	mdmisc.c	gap	-	-	unknown	-	46	whitebox/WB_SELECT_FINDINGS.md:10,whitebox/WB_SELECT_RECONCILED.md:9,BOARD.md:7,whitebox/WB_TABLES_FINDINGS.md:7,rungs/2026-08-09-wb-selfit.md:5,whitebox/WB_SELECT_FINDINGS_R2.md:3
10c195a2	in-func	10c194b8	890	1	21	mdmisc.c	gap	-	-	unknown	-	3	whitebox/WB_REGALLOC_FINDINGS.md:2,BOARD.md:1
10c19859	func-entry	10c19859	44	17	2	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_RECONCILED.md:1
10c198d2	func-entry	10c198d2	100	2	4	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS.md:1
10c19936	func-entry	10c19936	134	2	7	mdmisc.c	gap	-	-	unknown	-	2	whitebox/WB_SELECT_FINDINGS.md:2
10c1a838	func-entry	10c1a838	208	1	11	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_SELECT_FINDINGS.md:1
10c1a908	func-entry	10c1a908	768	1	26	mdmisc.c	gap	-	-	high	sel-setcc-zero-table: The zero-operand fast path: a 20-arm switch on the relation code selecting one of ~20 expander functions in 10c198d2..10c1a838, with a second variant chosen when the other operand is the constant 1 or -1	47	whitebox/WB_SELECT_RECONCILED.md:18,whitebox/WB_SELECT_FINDINGS.md:8,BOARD.md:6,rungs/2026-08-09-wb-selfit.md:5,whitebox/DISCLOSURE.md:3,whitebox/WB_SELECT_FINDINGS_R2.md:3
10c1ac5c	func-entry	10c1ac5c	721	2	13	mdmisc.c	gap	-	-	high	select-carry-idiom|sel-setcc-carry: The CARRY expander. UNSIGNED-ONLY: condition codes 3-6 (signed LT/LE/GT/GE) return 500 = impossible. Normalises every unsigned relation to ULE by swapping. Emits [li] / subfc(0x183) or subfic(0x18b) + ...	44	whitebox/WB_SELECT_FINDINGS.md:13,whitebox/WB_SELECT_FINDINGS_R2.md:9,rungs/2026-08-09-wb-select.md:6,BOARD.md:5,whitebox/WB_TABLES_FINDINGS.md:5,whitebox/WB_SELECT_RECONCILED.md:3
10c1af2d	func-entry	10c1af2d	973	2	9	mdmisc.c	gap	-	-	high	select-cntlzw-idiom|sel-setcc-cntlzw: The cntlzw rival. Handles EQ, NE, and LT/GE (each with an extra cntlzw) against a zero RHS. Emits [subf/addi] / [cntlzw] / cntlzw(0x32) / rlandi rot=27 mask=1 (= srwi 5) / [xori 1] / [neg 0x117] / [a...	29	whitebox/WB_SELECT_FINDINGS.md:10,whitebox/WB_SELECT_FINDINGS_R2.md:7,whitebox/WB_SELECT_RECONCILED.md:4,rungs/2026-08-09-wb-select.md:3,BOARD.md:2,rungs/2026-08-09-wb-select2.md:2
10c1b2fa	func-entry	10c1b2fa	27	3	0	mdmisc.c	gap	-	-	unknown	-	10	whitebox/WB_SELECT_FINDINGS.md:3,whitebox/WB_SELECT_FINDINGS_R2.md:2,whitebox/WB_SELECT_RECONCILED.md:2,BOARD.md:1,rungs/2026-08-09-wb-selfit.md:1,whitebox/WB_TABLES_FINDINGS.md:1
10c1b315	func-entry	10c1b315	514	1	4	mdmisc.c	gap	-	-	high	sel-ifconv-profit: THE PROFITABILITY GATE for turning a branch into a branchless value.  Called from p2\misc.c (0x10b813f1).  Races the two expanders in COST mode and accepts when 2*cost < 20 at /O1 (DAT_10c2e310 == 0, the favour-speed w...	10	whitebox/WB_SELECT_FINDINGS.md:6,BOARD.md:2,rungs/2026-08-09-wb-select.md:2
10c1b517	func-entry	10c1b517	140	1	5	mdmisc.c	gap	-	-	high	select-relational-chooser|sel-setcc-driver: The value-producing relational (tuple 0x2ea). Runs BOTH expanders in cost-only mode and emits the cheaper; ties go to the cntlzw one. Float -> 0x10c194b8; a zero operand with FUN_10c1b2fa -> 0x...	40	whitebox/WB_SELECT_FINDINGS_R2.md:9,whitebox/WB_SELECT_FINDINGS.md:7,BOARD.md:6,whitebox/WB_SELECT_RECONCILED.md:5,rungs/2026-08-09-wb-select2.md:4,rungs/2026-08-09-wb-selfit.md:3
10c1ba4f	func-entry	10c1ba4f	32	0	0	mdmisc.c	gap	dag	P_DAG.md	unknown	-	1	whitebox/WB_DAGORDER_FINDINGS.md:1
10c1ba6f	func-entry	10c1ba6f	320	1	2	mdmisc.c	gap	dag	P_DAG.md	unknown	-	2	whitebox/WB_DAGORDER_FINDINGS.md:2
10c1bbaf	func-entry	10c1bbaf	132	1	1	mdmisc.c	gap	dag	P_DAG.md	unknown	-	4	whitebox/WB_DAGORDER_FINDINGS.md:3,rungs/2026-08-13-dagorder.md:1
10c1bc78	func-entry	10c1bc78	114	3	2	mdmisc.c	gap	-	-	unknown	-	2	BOARD.md:1,whitebox/WB_DAGORDER_FINDINGS.md:1
10c1bdc0	func-entry	10c1bdc0	1	35	0	mdmisc.c	gap	-	-	unknown	-	1	rungs/_2026-08-04-w-mark-findings.md:1
10c1bdff	func-entry	10c1bdff	483	1	0	mdmisc.c	gap	dag	P_DAG.md	unknown	-	3	whitebox/WB_DAGORDER_FINDINGS.md:2,rungs/2026-08-13-dagorder.md:1
10c1bfe2	unmapped	-	-	-	-	mdmisc.c	gap	dag	P_DAG.md	unknown	-	10	whitebox/WB_DAGORDER_FINDINGS.md:5,rungs/2026-08-13-dagorder.md:2,BOARD.md:1,rungs/2026-08-18-c2map2.md:1,whitebox/WB_ITEMF_FINDINGS.md:1
10c1c0e5	func-entry	10c1c0e5	143	3	0	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_DAGORDER_FINDINGS.md:1
10c1c1d4	func-entry	10c1c1d4	380	1	0	mdmisc.c	gap	dag	P_DAG.md	unknown	-	8	whitebox/WB_DAGORDER_FINDINGS.md:3,BOARD.md:2,whitebox/WB_ITEMF_FINDINGS.md:2,whitebox/WB_DAGORDER_PREREG_R2.md:1
10c1c25e	in-func	10c1c1d4	380	1	0	mdmisc.c	gap	dag	P_DAG.md	unknown	-	4	whitebox/WB_DAGORDER_FINDINGS.md:3,rungs/2026-08-13-dagorder.md:1
10c1c3f7	func-entry	10c1c3f7	2716	1	4	mdmisc.c	gap	-	-	unknown	-	3	BOARD.md:1,rungs/2026-08-13-dagclients.md:1,whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10c1ce93	func-entry	10c1ce93	94	1	5	mdmisc.c	gap	-	-	unknown	-	16	whitebox/WB_DAGCLIENTS_FINDINGS.md:4,BOARD.md:3,whitebox/WB_DAGCLIENTS_PREREG.md:2,whitebox/WB_DAGORDER_FINDINGS.md:2,rungs/2026-08-13-dagorder.md:1,rungs/2026-08-14-merger4.md:1
10c1cf59	func-entry	10c1cf59	35	3	2	mdmisc.c	gap	-	-	unknown	-	4	BOARD.md:1,whitebox/WB_SELECT_FINDINGS_R2.md:1,whitebox/WB_SELECT_RECONCILED.md:1,whitebox/WB_TABLES_FINDINGS.md:1
10c1cf75	in-func	10c1cf59	35	3	2	mdmisc.c	gap	-	-	unknown	-	1	whitebox/WB_TABLES_FINDINGS.md:1
10c1e739	func-entry	10c1e739	167	5	2	error.c	in-anchor	-	-	unknown	-	3	BOARD.md:1,whitebox/WB_EH_FINDINGS.md:1,whitebox/WB_LABEL_FINDINGS.md:1
10c1ec65	func-entry	10c1ec65	530	3	10	error.c	in-anchor	-	-	high	diagnostics: message formatter/emitter	0	-
10c1ee7d	func-entry	10c1ee7d	57	2	2	error.c	in-anchor	-	-	high	diagnostics: diagnostic number = code + 1000 (lea ecx,[esi+0x3e8]); selects severity	2	whitebox/C2_MAP.md:2
10c1ee84	in-func	10c1ee7d	57	2	2	error.c	in-anchor	-	-	high	diagnostics	1	whitebox/C2_MAP.md:1
10c1eeb6	func-entry	10c1eeb6	28	36	2	error.c	in-anchor	-	-	high	diagnostics: Fatal(code): 0x10c1ee7d(code,...) then noreturn 0x10b7e257	3	whitebox/WB_READER_FINDINGS.md:2,whitebox/WB_LABEL_FINDINGS.md:1
10c1eee8	func-entry	10c1eee8	68	2	2	error.c	in-anchor	-	-	high	diagnostics: path-length guard; raises 0x51 (C1081)	1	whitebox/C2_MAP.md:1
10c1ef6f	func-entry	10c1ef6f	20	25	1	error.c	in-anchor	-	-	unknown	-	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10c1f0dc	func-entry	10c1f0dc	72	4	2	error.c	gap	-	-	high	diagnostics: Fatal with path + __wcserror_s text; both C1083 sites call it	0	-
10c1f2bb	func-entry	10c1f2bb	22	3	2	get_err.c	gap	-	-	medium	diagnostics: message-text lookup by number	0	-
10c1f34c	func-entry	10c1f34c	125	1	1	get_err.c	gap	-	-	high	flag-table: wide string -> long, used by kind 0x24 and the 0x23 sub-table	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10c1f3c9	func-entry	10c1f3c9	76	1	0	get_err.c	gap	-	-	medium	flag-table: wildcard compare, reached only from the '*' pattern branch	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10c1f415	func-entry	10c1f415	83	1	1	getflags.c	in-anchor	-	-	unknown	-	1	whitebox/PREREG.md:1
10c1f469	func-entry	10c1f469	264	1	3	getflags.c	in-anchor	-	-	medium	argv-parse: tokenises MSC_CMD_FLAGS through the same matcher	0	-
10c1f572	func-entry	10c1f572	468	1	5	getflags.c	in-anchor	-	-	high	flag-table: applier: switch on byte +9 (0x01/0x05/0x08/0x22/0x23/0x24/0x26/0x27)	3	whitebox/PREREG.md:2,whitebox/C2_MAP.md:1
10c1f746	func-entry	10c1f746	188	1	2	getflags.c	gap	-	-	high	flag-table: matcher: 12-byte stride, terminator on byte +9, '-'/'#'/'*' rules, returns byte +8	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10c1f8fc	func-entry	10c1f8fc	14	11	0	getflags.c	gap	-	-	high	il-primitive|il-read: GetByte raw 1; carries the tag-9 kind	5	rungs/_2026-08-04-w-roots-findings.md:1,rungs/_2026-08-04-w-roots-prereg.md:1,whitebox/C2_MAP.md:1,whitebox/DISCLOSURE.md:1,whitebox/WB_READER_FINDINGS.md:1
10c1f90a	func-entry	10c1f90a	17	4	0	getflags.c	gap	-	-	high	il-read: skip a high-bit-continuation value	4	whitebox/WB_READER_FINDINGS.md:2,rungs/_2026-08-04-w-roots-findings.md:1,whitebox/DISCLOSURE.md:1
10c1f91b	func-entry	10c1f91b	95	6	0	getflags.c	gap	-	-	high	il-primitive|il-read-packed15|il/ioin|il-read: varU: 2 bytes LE; bit15 set -> clear and OR (next u16)<<15; carries the tag-9 section id	19	whitebox/WB_LABEL_FINDINGS.md:4,whitebox/WB_READER_FINDINGS.md:3,rungs/_2026-08-04-w-emitp-findings.md:2,rungs/_2026-08-04-w-emitp-prereg.md:2,rungs/_2026-08-04-w-roots-findings.md:2,whitebox/C2_MAP.md:2
10c1f97a	func-entry	10c1f97a	44	1	0	getflags.c	gap	-	-	high	il-read: GetU16 raw LE	0	-
10c1f9a6	func-entry	10c1f9a6	67	9	0	getflags.c	gap	-	-	high	il-read-varint16|il/ioin|il-read: 1-or-3-byte reader	4	rungs/_2026-08-04-w-roots-findings.md:1,rungs/_2026-08-04-w-roots-prereg.md:1,whitebox/DISCLOSURE.md:1,whitebox/WB_READER_FINDINGS.md:1
10c1f9e9	func-entry	10c1f9e9	95	7	0	getflags.c	gap	-	-	high	il-read-varint32|il/ioin|il-read: 1-or-5-byte signed reader	7	rungs/2026-08-08-w-emitp2.md:1,rungs/_2026-08-04-w-emitp-findings.md:1,rungs/_2026-08-04-w-emitp-prereg.md:1,rungs/_2026-08-04-w-roots-findings.md:1,rungs/_2026-08-04-w-roots-prereg.md:1,whitebox/DISCLOSURE.md:1
10c1fae7	func-entry	10c1fae7	164	2	0	getflags.c	gap	-	-	high	il-read: i64c, 0x80 escape	3	rungs/_2026-08-04-w-roots-findings.md:1,whitebox/DISCLOSURE.md:1,whitebox/WB_READER_FINDINGS.md:1
10c1fb8b	func-entry	10c1fb8b	73	3	0	getflags.c	gap	-	-	high	il-primitive|il-read: GetU32 raw 4 LE; carries the tag-9 Characteristics override	2	whitebox/C2_MAP.md:1,whitebox/WB_LABEL_FINDINGS.md:1
10c1fbd4	func-entry	10c1fbd4	134	2	4	ioin.c	in-anchor	-	-	high	il-read: NUL string + MultiByteToWideChar(CP_UTF8)	0	-
10c1fc5b	func-entry	10c1fc5b	48	3	1	ioin.c	in-anchor	-	-	high	il-primitive|il-read: GetCStr bounded (0x1020 for section name and class strings)	5	whitebox/C2_MAP.md:2,rungs/_2026-08-04-w-roots-findings.md:1,rungs/_2026-08-04-w-roots-prereg.md:1,whitebox/WB_READER_FINDINGS.md:1
10c1fc8c	func-entry	10c1fc8c	29	7	0	ioin.c	in-anchor	-	-	high	il-read: raw n bytes	0	-
10c1fca9	func-entry	10c1fca9	69	1	2	ioin.c	in-anchor	-	-	high	il-read: i16c-counted byte run	0	-
10c1fcef	func-entry	10c1fcef	29	1	1	ioin.c	in-anchor	-	-	unknown	-	2	rungs/_2026-08-04-w-roots-findings.md:1,whitebox/DISCLOSURE.md:1
10c1fd0c	func-entry	10c1fd0c	64	2	2	ioin.c	in-anchor	-	-	high	il-open: CreateFileW failure -> C1083 (push 0x53 at 0x10c1fd40)	0	-
10c1fd40	in-func	10c1fd0c	64	2	2	ioin.c	in-anchor	-	-	high	il-open	1	whitebox/C2_MAP.md:1
10c1fd4c	func-entry	10c1fd4c	31	4	0	ioin.c	in-anchor	-	-	high	il-open: UnmapViewOfFile + zero the cursor triple	0	-
10c1fd6b	func-entry	10c1fd6b	212	1	4	ioin.c	in-anchor	-	-	high	il-open: fopen(base+suffix, mode); C1083 at 0x10c1fe11	0	-
10c1fe40	func-entry	10c1fe40	93	2	0	ioin.c	in-anchor	-	-	unknown	-	6	whitebox/WB_READER_FINDINGS.md:4,BOARD.md:2
10c1fe9d	func-entry	10c1fe9d	38	2	0	ioin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_READER_FINDINGS.md:1
10c1feef	func-entry	10c1feef	32	1	1	ioin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_READER_FINDINGS.md:1
10c1ff0f	func-entry	10c1ff0f	297	3	1	ioin.c	in-anchor	-	-	high	il-open: CreateFileW/CreateFileMappingW/MapViewOfFile; sole mapper	0	-
10c20038	func-entry	10c20038	186	4	3	ioin.c	in-anchor	-	-	high	il-open: map(base+suffix); the L"gl" call site	0	-
10c207ec	func-entry	10c207ec	851	1	10	vlines.c	gap	-	-	unknown	-	6	whitebox/WB_LIVE_FINDINGS.md:3,BOARD.md:2,rungs/2026-08-13-wb-live.md:1
10c20a05	in-func	10c207ec	851	1	10	vlines.c	gap	-	-	unknown	-	1	whitebox/WB_LIVE_FINDINGS.md:1
10c20b3f	func-entry	10c20b3f	1082	1	13	vlines.c	gap	-	-	unknown	-	1	whitebox/WB_LIVE_FINDINGS.md:1
10c20f79	func-entry	10c20f79	252	1	11	vlines.c	gap	regalloc	P_REGALLOC.md	unknown	-	5	whitebox/WB_LIVE_FINDINGS.md:4,BOARD.md:1
10c216f5	func-entry	10c216f5	19	1	1	vlines.c	gap	-	-	unknown	-	8	whitebox/WB_SELECT_FINDINGS.md:2,whitebox/WB_SELECT_RECONCILED.md:2,BOARD.md:1,rungs/2026-08-09-wb-selfit.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1,whitebox/WB_SELECT_PREREG.md:1
10c21719	func-entry	10c21719	25	1	1	vlines.c	gap	-	-	unknown	-	8	whitebox/WB_SELECT_FINDINGS.md:2,whitebox/WB_SELECT_RECONCILED.md:2,BOARD.md:1,rungs/2026-08-09-wb-selfit.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1,whitebox/WB_SELECT_PREREG.md:1
10c217fd	func-entry	10c217fd	405	2	10	vlines.c	gap	eh	P_EH.md	high	pdata-writer: the .pdata RECORD writer: allocates an 8-byte COMDAT at align 4 (FUN_10b9c655(6,8,4,0,4,0x80)), emits {ADDR32 BeginAddress, u32 unwind word}, zeroes the word at 10c218ca and defers it; emits the two prefix relocations when ...	6	whitebox/WB_EH_FINDINGS.md:5,rungs/2026-08-08-wb-eh.md:1
10c218ca	in-func	10c217fd	405	2	10	vlines.c	gap	-	-	high	pdata-writer	1	whitebox/WB_EH_FINDINGS.md:1
10c218ce	in-func	10c217fd	405	2	10	vlines.c	gap	-	-	high	pdata-writer	1	whitebox/WB_EH_FINDINGS.md:1
10c218da	in-func	10c217fd	405	2	10	vlines.c	gap	-	-	high	pdata-mainbody-flag: `cmp BYTE PTR [ebx+8],0x18` / `sete` — is this region the function-start node; the flag that gates the -2 word correction	1	whitebox/WB_EH_FINDINGS.md:1
10c21907	in-func	10c217fd	405	2	10	vlines.c	gap	-	-	high	pdata-writer	4	whitebox/WB_EH_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c219a6	func-entry	10c219a6	30	1	0	vlines.c	gap	eh	P_EH.md	high	eh-state-seed: sets node[+0x24] = -2 on every node with [+9]&1 — the "unset" sentinel the ip2state emitter skips	7	whitebox/WB_EH_FINDINGS.md:5,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c219c4	func-entry	10c219c4	97	1	0	vlines.c	gap	eh	P_EH.md	medium	eh-state-propagate: forward monotone propagation of state numbers over the node list (node[+0x24]); read, but its fixpoint is not established. This pass — NOT the .ex stream — is where the EH state map comes from (WB_EH_FINDINGS §5.3)	9	whitebox/WB_EH_FINDINGS.md:6,rungs/2026-08-08-wb-eh.md:2,BOARD.md:1
10c21b03	func-entry	10c21b03	752	1	15	vlines.c	gap	eh	P_EH.md	high	seh-pdata-driver: the SEH driver (__C_specific_handler, sub-kind 'S'); also the path a NON-EH function takes — FUN_10c217fd(…, 0, 0, …), handler null, bit 31 clear	1	whitebox/WB_EH_FINDINGS.md:1
10c21fd2	func-entry	10c21fd2	247	2	4	vlines.c	gap	eh	P_EH.md	high	eh-pdata-driver: the C++ EH .pdata driver: mints __CxxFrameHandler at 10c22007 and sets its sub-kind to 'V', then walks the node list cutting .text into regions	6	whitebox/WB_EH_FINDINGS.md:4,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c22007	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	3	whitebox/WB_EH_FINDINGS.md:3
10c22046	in-func	10c21fd2	247	2	4	vlines.c	gap	eh	P_EH.md	high	eh-region-cut: the region-cut predicate: a kind-0x1b LABEL node whose symbol sub-kind is 'V' (__catch$) or 'T' (__unwind$) at 10c22054/10c22058, or the kind-0x19 function-end node at 10c2205c	5	whitebox/WB_EH_FINDINGS.md:3,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c2205a	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	1	whitebox/WB_EH_FINDINGS.md:1
10c2205c	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	1	whitebox/WB_EH_FINDINGS.md:1
10c2205f	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	4	whitebox/WB_EH_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c2206b	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-handler-data-select: `cmp BYTE PTR [ecx+8],0x18` selects between TWO different handler-data values for the main body and for a funclet; Ghidra's decompile collapses them into one variable	1	whitebox/WB_EH_FINDINGS.md:1
10c22080	in-func	10c21fd2	247	2	4	vlines.c	gap	eh	P_EH.md	high	eh-handler-mask: `neg/sbb/not/and` applied twice (10c22080-10c22095): an __unwind$ region passes handler = 0 and handlerData = 0, so it gets no prefix and bit 31 clear. OBJ-CONFIRMED (WB_EH_FINDINGS §5.2)	6	whitebox/WB_EH_FINDINGS.md:4,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10c22089	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	1	whitebox/WB_EH_FINDINGS.md:1
10c2208a	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	1	whitebox/WB_EH_FINDINGS.md:1
10c22095	in-func	10c21fd2	247	2	4	vlines.c	gap	-	-	high	eh-pdata-driver	5	whitebox/WB_EH_FINDINGS.md:3,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
