# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_strings.py.
# Literals from c2.dll plus the functions that reference them. Do not paste
# any value into crates/ without a docs/whitebox/DISCLOSURE.md entry.
addr	section	len	nxref	xref_funcs	source	value
10b19abc	.text	5	0		raw	tdgt
10b19ac4	.text	5	0		raw	tdge
10b19acc	.text	5	0		raw	tdeq
10b19ad4	.text	5	0		raw	tdle
10b19adc	.text	5	0		raw	tdlt
10b19ae4	.text	6	0		raw	twlng
10b19aec	.text	6	0		raw	twlnl
10b19af4	.text	6	0		raw	twlgt
10b19afc	.text	6	0		raw	twlge
10b19b04	.text	6	0		raw	twigt
10b19b0c	.text	6	0		raw	twige
10b19b14	.text	6	0		raw	twlle
10b19b1c	.text	6	0		raw	twllt
10b19b24	.text	5	0		raw	twng
10b19b2c	.text	5	0		raw	twne
10b19b34	.text	5	0		raw	twnl
10b19b3c	.text	5	0		raw	twgt
10b19b44	.text	5	0		raw	twge
10b19b4c	.text	5	0		raw	tweq
10b19b54	.text	5	0		raw	twle
10b19b5c	.text	5	0		raw	twlt
10b19b64	.text	5	0		raw	trap
10b19b6c	.text	7	0		raw	mfdabr
10b19b74	.text	6	0		raw	mfdar
10b19b7c	.text	7	0		raw	mfsrr1
10b19b84	.text	7	0		raw	mfsrr0
10b19b8c	.text	6	0		raw	mfctr
10b19b94	.text	5	0		raw	mflr
10b19b9c	.text	6	0		raw	mfxer
10b19ba4	.text	7	0		raw	mtdabr
10b19bac	.text	6	0		raw	mttbu
10b19bb4	.text	6	0		raw	mttbl
10b19bbc	.text	6	0		raw	mtdar
10b19bc4	.text	7	0		raw	mtsrr1
10b19bcc	.text	7	0		raw	mtsrr0
10b19bd4	.text	6	0		raw	mtctr
10b19bdc	.text	5	0		raw	mtlr
10b19be4	.text	6	0		raw	mtxer
10b19bec	.text	6	0		raw	mftbl
10b19bf4	.text	6	0		raw	mftbu
10b19bfc	.text	7	0		raw	cmplwi
10b19c04	.text	7	0		raw	cmpldi
10b19c0c	.text	6	0		raw	cmplw
10b19c14	.text	6	0		raw	cmpld
10b19c1c	.text	6	0		raw	cmpwi
10b19c24	.text	6	0		raw	cmpdi
10b19c2c	.text	5	0		raw	cmpw
10b19c34	.text	6	0		raw	beqlr
10b19c3c	.text	6	0		raw	bgelr
10b19c44	.text	6	0		raw	blelr
10b19c4c	.text	6	0		raw	bgtlr
10b19c54	.text	6	0		raw	bnelr
10b19c5c	.text	6	0		raw	bltlr
10b19c64	.text	7	0		raw	beqctr
10b19c6c	.text	7	0		raw	bgectr
10b19c74	.text	8	0		ghidra+raw	blectr
10b19c7c	.text	7	0		raw	bgtctr
10b19c84	.text	8	0		ghidra+raw	bnectr
10b19c8c	.text	7	0		raw	bltctr
10b19cb4	.text	5	0		raw	subc
10b19cbc	.text	7	0		raw	subic.
10b19cc4	.text	8	0		ghidra+raw	subic
10b19ccc	.text	6	2	10c0174b	ghidra+raw	subis
10b19cd4	.text	5	0		raw	subi
10b19cdc	.text	8	0		ghidra+raw	illegal
10b19ce4	.text	6	6	10c00900,10c0174b	ghidra+raw	_last
10b19cec	.text	7	0		raw	vmr128
10b19cfc	.text	8	0		ghidra+raw	deadtmp
10b19d04	.text	5	0		raw	emit
10b19d0c	.text	8	0		ghidra+raw	retaddr
10b19d14	.text	7	0		raw	rldtoc
10b19d1c	.text	8	0		ghidra+raw	lcarry.
10b19d24	.text	8	0		ghidra+raw	lcarry
10b19d30	.text	5	0		raw	bgip
10b19d3c	.text	5	0		raw	bdnz
10b19d54	.text	8	0		ghidra+raw	loffs
10b19d60	.text	7	0		raw	rsttoc
10b19d68	.text	12	0		ghidra+raw	nopcapexit
10b19d74	.text	12	0		ghidra+raw	nopcapenter
10b19d80	.text	11	0		raw	nopvmxsimp
10b19d8c	.text	12	0		ghidra+raw	nopvmxperm
10b19d98	.text	12	0		ghidra+raw	nopalign
10b19da4	.text	12	0		ghidra+raw	nopstall
10b19db0	.text	12	0		ghidra+raw	nopmtlow
10b19dbc	.text	12	0		ghidra+raw	nopmtmed
10b19dc8	.text	12	0		ghidra+raw	nopmthigh
10b19dd8	.text	5	0		raw	not.
10b19df4	.text	8	0		ghidra+raw	rlandi.
10b19dfc	.text	8	0		ghidra+raw	rlandi
10b19e04	.text	8	0		ghidra+raw	xoris
10b19e0c	.text	5	0		raw	xori
10b19e14	.text	5	0		raw	xor.
10b19e20	.text	6	0		raw	xdcbt
10b19e28	.text	8	0		raw	vxor128
10b19e30	.text	5	0		raw	vxor
10b19e38	.text	11	0		raw	vupklsh128
10b19e44	.text	8	0		raw	vupklsh
10b19e4c	.text	11	0		raw	vupklsb128
10b19e58	.text	8	0		raw	vupklsb
10b19e60	.text	8	0		raw	vupklpx
10b19e68	.text	11	0		raw	vupkhsh128
10b19e74	.text	8	0		raw	vupkhsh
10b19e7c	.text	11	0		raw	vupkhsb128
10b19e88	.text	8	0		raw	vupkhsb
10b19e90	.text	8	0		raw	vupkhpx
10b19e98	.text	11	0		raw	vupkd3d128
10b19ea4	.text	8	0		raw	vsubuws
10b19eac	.text	8	0		raw	vsubuwm
10b19eb4	.text	8	0		raw	vsubuhs
10b19ebc	.text	8	0		raw	vsubuhm
10b19ec4	.text	8	0		raw	vsububs
10b19ecc	.text	8	0		raw	vsububm
10b19ed4	.text	8	0		raw	vsubsws
10b19edc	.text	8	0		raw	vsubshs
10b19ee4	.text	8	0		raw	vsubsbs
10b19eec	.text	10	0		raw	vsubfp128
10b19ef8	.text	7	0		raw	vsubfp
10b19f00	.text	8	0		raw	vsubcuw
10b19f08	.text	8	0		raw	vsrw128
10b19f10	.text	5	0		raw	vsrw
10b19f18	.text	8	0		raw	vsro128
10b19f20	.text	5	0		raw	vsro
10b19f28	.text	5	0		raw	vsrh
10b19f30	.text	5	0		raw	vsrb
10b19f38	.text	9	0		raw	vsraw128
10b19f44	.text	6	0		raw	vsraw
10b19f4c	.text	6	0		raw	vsrah
10b19f54	.text	6	0		raw	vsrab
10b19f60	.text	10	0		raw	vspltw128
10b19f6c	.text	7	0		raw	vspltw
10b19f74	.text	12	0		ghidra+raw	vspltisw128
10b19f80	.text	12	0		ghidra+raw	vspltisw
10b19f8c	.text	12	0		ghidra+raw	vspltish
10b19f98	.text	12	0		ghidra+raw	vspltisb
10b19fa4	.text	7	0		raw	vsplth
10b19fac	.text	7	0		raw	vspltb
10b19fb4	.text	8	0		raw	vslw128
10b19fbc	.text	5	0		raw	vslw
10b19fc4	.text	8	0		raw	vslo128
10b19fcc	.text	5	0		raw	vslo
10b19fd4	.text	5	0		raw	vslh
10b19fdc	.text	10	0		raw	vsldoi128
10b19fe8	.text	7	0		raw	vsldoi
10b19ff0	.text	5	0		raw	vslb
10b19ffc	.text	8	0		raw	vsel128
10b1a004	.text	5	0		raw	vsel
10b1a00c	.text	16	0		ghidra+raw	vrsqrtefp128
10b1a01c	.text	12	0		ghidra+raw	vrsqrtefp
10b1a028	.text	8	0		raw	vrlw128
10b1a030	.text	5	0		raw	vrlw
10b1a038	.text	12	0		ghidra+raw	vrlimi128
10b1a044	.text	5	0		raw	vrlh
10b1a04c	.text	5	0		raw	vrlb
10b1a054	.text	9	0		raw	vrfiz128
10b1a060	.text	6	0		raw	vrfiz
10b1a068	.text	9	0		raw	vrfip128
10b1a074	.text	6	0		raw	vrfip
10b1a07c	.text	9	0		raw	vrfin128
10b1a088	.text	6	0		raw	vrfin
10b1a090	.text	9	0		raw	vrfim128
10b1a09c	.text	6	0		raw	vrfim
10b1a0a4	.text	9	0		raw	vrefp128
10b1a0b0	.text	6	0		raw	vrefp
10b1a0b8	.text	11	0		raw	vpkuwus128
10b1a0c4	.text	8	0		raw	vpkuwus
10b1a0cc	.text	11	0		raw	vpkuwum128
10b1a0d8	.text	8	0		raw	vpkuwum
10b1a0e0	.text	11	0		raw	vpkuhus128
10b1a0ec	.text	8	0		raw	vpkuhus
10b1a0f4	.text	11	0		raw	vpkuhum128
10b1a100	.text	8	0		raw	vpkuhum
10b1a108	.text	11	0		raw	vpkswus128
10b1a114	.text	8	0		raw	vpkswus
10b1a11c	.text	11	0		raw	vpkswss128
10b1a128	.text	8	0		raw	vpkswss
10b1a130	.text	11	0		raw	vpkshus128
10b1a13c	.text	8	0		raw	vpkshus
10b1a144	.text	11	0		raw	vpkshss128
10b1a150	.text	8	0		raw	vpkshss
10b1a158	.text	6	0		raw	vpkpx
10b1a160	.text	10	0		raw	vpkd3d128
10b1a16c	.text	12	0		ghidra+raw	vpermwi128
10b1a178	.text	12	0		ghidra+raw	vperm128
10b1a184	.text	8	0		ghidra+raw	vperm
10b1a18c	.text	7	0		raw	vor128
10b1a198	.text	8	0		raw	vnor128
10b1a1a0	.text	5	0		raw	vnor
10b1a1a8	.text	12	0		raw	vnmsubfp128
10b1a1b4	.text	9	0		raw	vnmsubfp
10b1a1c0	.text	12	0		ghidra+raw	vmulfp128
10b1a1cc	.text	12	0		raw	vmsum4fp128
10b1a1d8	.text	12	0		raw	vmsum3fp128
10b1a1e4	.text	10	0		raw	vmrglw128
10b1a1f0	.text	7	0		raw	vmrglw
10b1a1f8	.text	7	0		raw	vmrglh
10b1a200	.text	7	0		raw	vmrglb
10b1a208	.text	10	0		raw	vmrghw128
10b1a214	.text	7	0		raw	vmrghw
10b1a21c	.text	7	0		raw	vmrghh
10b1a224	.text	7	0		raw	vmrghb
10b1a22c	.text	7	0		raw	vminuw
10b1a234	.text	7	0		raw	vminuh
10b1a23c	.text	7	0		raw	vminub
10b1a244	.text	7	0		raw	vminsw
10b1a24c	.text	8	0		ghidra+raw	vminsh
10b1a254	.text	7	0		raw	vminsb
10b1a25c	.text	12	0		ghidra+raw	vminfp128
10b1a268	.text	7	0		raw	vminfp
10b1a270	.text	7	0		raw	vmaxuw
10b1a278	.text	7	0		raw	vmaxuh
10b1a280	.text	7	0		raw	vmaxub
10b1a288	.text	7	0		raw	vmaxsw
10b1a290	.text	7	0		raw	vmaxsh
10b1a298	.text	7	0		raw	vmaxsb
10b1a2a0	.text	10	0		raw	vmaxfp128
10b1a2ac	.text	7	0		raw	vmaxfp
10b1a2b4	.text	12	0		ghidra+raw	vmaddfp128
10b1a2c0	.text	8	0		raw	vmaddfp
10b1a2c8	.text	12	0		ghidra+raw	vmaddcfp128
10b1a2d4	.text	12	0		ghidra+raw	vlogefp128
10b1a2e0	.text	8	0		raw	vlogefp
10b1a2e8	.text	12	0		ghidra+raw	vexptefp128
10b1a2f4	.text	12	0		ghidra+raw	vexptefp
10b1a300	.text	11	0		raw	vcuxwfp128
10b1a30c	.text	8	0		raw	vcuxwfp
10b1a314	.text	7	0		raw	vctuxs
10b1a31c	.text	7	0		raw	vctsxs
10b1a324	.text	11	0		raw	vcsxwfp128
10b1a330	.text	8	0		raw	vcsxwfp
10b1a338	.text	10	0		raw	vcmpgtuw.
10b1a344	.text	9	0		raw	vcmpgtuw
10b1a350	.text	10	0		raw	vcmpgtuh.
10b1a35c	.text	9	0		raw	vcmpgtuh
10b1a368	.text	12	0		ghidra+raw	vcmpgtub.
10b1a374	.text	12	0		ghidra+raw	vcmpgtub
10b1a380	.text	10	0		raw	vcmpgtsw.
10b1a38c	.text	9	0		raw	vcmpgtsw
10b1a398	.text	12	0		ghidra+raw	vcmpgtsh.
10b1a3a4	.text	12	0		ghidra+raw	vcmpgtsh
10b1a3b0	.text	10	0		raw	vcmpgtsb.
10b1a3bc	.text	9	0		raw	vcmpgtsb
10b1a3c8	.text	13	0		raw	vcmpgtfp128.
10b1a3d8	.text	12	0		ghidra+raw	vcmpgtfp128
10b1a3e4	.text	10	0		raw	vcmpgtfp.
10b1a3f0	.text	9	0		raw	vcmpgtfp
10b1a3fc	.text	16	0		ghidra+raw	vcmpgefp128.
10b1a40c	.text	12	0		ghidra+raw	vcmpgefp128
10b1a418	.text	10	0		raw	vcmpgefp.
10b1a424	.text	9	0		raw	vcmpgefp
10b1a430	.text	16	0		ghidra+raw	vcmpequw128.
10b1a440	.text	12	0		ghidra+raw	vcmpequw128
10b1a44c	.text	12	0		ghidra+raw	vcmpequw.
10b1a458	.text	12	0		ghidra+raw	vcmpequw
10b1a464	.text	12	0		ghidra+raw	vcmpequh.
10b1a470	.text	12	0		ghidra+raw	vcmpequh
10b1a47c	.text	12	0		ghidra+raw	vcmpequb.
10b1a488	.text	12	0		ghidra+raw	vcmpequb
10b1a494	.text	13	0		raw	vcmpeqfp128.
10b1a4a4	.text	12	0		ghidra+raw	vcmpeqfp128
10b1a4b0	.text	10	0		raw	vcmpeqfp.
10b1a4bc	.text	9	0		raw	vcmpeqfp
10b1a4c8	.text	12	0		raw	vcmpbfp128.
10b1a4d4	.text	11	0		raw	vcmpbfp128
10b1a4e0	.text	9	0		raw	vcmpbfp.
10b1a4ec	.text	8	0		raw	vcmpbfp
10b1a4f4	.text	6	0		raw	vcfux
10b1a4fc	.text	6	0		raw	vcfsx
10b1a504	.text	12	0		raw	vcfpuxws128
10b1a510	.text	9	0		raw	vcfpuxws
10b1a51c	.text	12	0		raw	vcfpsxws128
10b1a528	.text	9	0		raw	vcfpsxws
10b1a534	.text	7	0		raw	vavguw
10b1a53c	.text	7	0		raw	vavguh
10b1a544	.text	7	0		raw	vavgub
10b1a54c	.text	7	0		raw	vavgsw
10b1a554	.text	7	0		raw	vavgsh
10b1a55c	.text	7	0		raw	vavgsb
10b1a564	.text	12	0		ghidra+raw	vandc128
10b1a570	.text	6	0		raw	vandc
10b1a578	.text	8	0		ghidra+raw	vand128
10b1a580	.text	5	0		raw	vand
10b1a588	.text	8	0		raw	vadduws
10b1a590	.text	8	0		raw	vadduwm
10b1a598	.text	8	0		raw	vadduhs
10b1a5a0	.text	8	0		raw	vadduhm
10b1a5a8	.text	8	0		ghidra+raw	vaddubs
10b1a5b0	.text	8	0		raw	vaddubm
10b1a5b8	.text	8	0		raw	vaddsws
10b1a5c0	.text	8	0		raw	vaddshs
10b1a5c8	.text	8	0		raw	vaddsbs
10b1a5d0	.text	12	0		ghidra+raw	vaddfp128
10b1a5dc	.text	7	0		raw	vaddfp
10b1a5e4	.text	8	0		raw	vaddcuw
10b1a5f4	.text	8	0		raw	tlbsync
10b1a5fc	.text	6	0		raw	tlbie
10b1a604	.text	6	0		raw	tlbia
10b1a614	.text	5	0		raw	sync
10b1a61c	.text	9	0		raw	subfzeo.
10b1a628	.text	8	0		raw	subfzeo
10b1a630	.text	8	0		raw	subfze.
10b1a638	.text	7	0		raw	subfze
10b1a640	.text	7	0		raw	subfo.
10b1a648	.text	6	0		raw	subfo
10b1a650	.text	9	0		raw	subfmeo.
10b1a65c	.text	8	0		raw	subfmeo
10b1a664	.text	8	0		raw	subfme.
10b1a66c	.text	7	0		raw	subfme
10b1a674	.text	8	0		ghidra+raw	subfic
10b1a67c	.text	8	0		raw	subfeo.
10b1a684	.text	7	0		raw	subfeo
10b1a68c	.text	7	0		raw	subfe.
10b1a694	.text	6	0		raw	subfe
10b1a69c	.text	8	0		raw	subfco.
10b1a6a4	.text	7	0		raw	subfco
10b1a6ac	.text	7	0		raw	subfc.
10b1a6b4	.text	6	0		raw	subfc
10b1a6bc	.text	6	0		raw	subf.
10b1a6c4	.text	5	0		raw	subf
10b1a6cc	.text	5	0		raw	stwx
10b1a6d4	.text	6	0		raw	stwux
10b1a6dc	.text	5	0		raw	stwu
10b1a6e4	.text	7	0		raw	stwcx.
10b1a6ec	.text	6	0		raw	stwcx
10b1a6f4	.text	7	0		raw	stwbrx
10b1a700	.text	9	0		raw	stvxl128
10b1a70c	.text	6	0		raw	stvxl
10b1a714	.text	8	0		raw	stvx128
10b1a71c	.text	5	0		raw	stvx
10b1a724	.text	10	0		raw	stvrxl128
10b1a730	.text	7	0		raw	stvrxl
10b1a738	.text	9	0		raw	stvrx128
10b1a744	.text	6	0		raw	stvrx
10b1a74c	.text	10	0		raw	stvlxl128
10b1a758	.text	7	0		raw	stvlxl
10b1a760	.text	9	0		raw	stvlx128
10b1a76c	.text	6	0		raw	stvlx
10b1a774	.text	10	0		raw	stvewx128
10b1a780	.text	7	0		raw	stvewx
10b1a788	.text	7	0		raw	stvehx
10b1a790	.text	7	0		raw	stvebx
10b1a798	.text	6	0		raw	stswx
10b1a7a0	.text	6	0		raw	stswi
10b1a7a8	.text	5	0		raw	stmw
10b1a7b0	.text	5	0		raw	sthx
10b1a7b8	.text	6	0		raw	sthux
10b1a7c0	.text	5	0		raw	sthu
10b1a7c8	.text	7	0		raw	sthbrx
10b1a7d4	.text	6	0		raw	stfsx
10b1a7dc	.text	7	0		raw	stfsux
10b1a7e4	.text	6	0		raw	stfsu
10b1a7ec	.text	5	0		raw	stfs
10b1a7f4	.text	7	0		raw	stfiwx
10b1a7fc	.text	6	0		raw	stfdx
10b1a804	.text	7	0		raw	stfdux
10b1a80c	.text	6	0		raw	stfdu
10b1a814	.text	5	0		raw	stfd
10b1a81c	.text	6	0		raw	stdx.
10b1a824	.text	5	0		raw	stdx
10b1a82c	.text	6	0		raw	stdux
10b1a834	.text	5	0		raw	stdu
10b1a83c	.text	7	0		raw	stdcx.
10b1a844	.text	6	0		raw	stdcx
10b1a84c	.text	7	0		raw	stdbrx
10b1a858	.text	5	0		raw	stbx
10b1a860	.text	6	0		raw	stbux
10b1a868	.text	5	0		raw	stbu
10b1a874	.text	5	0		raw	srw.
10b1a880	.text	5	0		raw	srd.
10b1a88c	.text	7	0		raw	srawi.
10b1a894	.text	6	0		raw	srawi
10b1a89c	.text	6	0		raw	sraw.
10b1a8a4	.text	5	0		raw	sraw
10b1a8ac	.text	7	0		raw	sradi.
10b1a8b4	.text	6	0		raw	sradi
10b1a8bc	.text	6	0		raw	srad.
10b1a8c4	.text	5	0		raw	srad
10b1a8cc	.text	5	0		raw	slw.
10b1a8d8	.text	5	0		raw	sld.
10b1a8e4	.text	7	0		raw	slbmte
10b1a8ec	.text	8	0		raw	slbmfev
10b1a8f4	.text	8	0		raw	slbmfee
10b1a8fc	.text	6	0		raw	slbie
10b1a904	.text	6	0		raw	slbia
10b1a910	.text	7	0		raw	rlwnm.
10b1a918	.text	6	0		raw	rlwnm
10b1a920	.text	8	0		raw	rlwinm.
10b1a928	.text	7	0		raw	rlwinm
10b1a930	.text	8	0		raw	rlwimi.
10b1a938	.text	7	0		raw	rlwimi
10b1a940	.text	8	0		raw	rldimi.
10b1a948	.text	7	0		raw	rldimi
10b1a950	.text	8	0		raw	rldicr.
10b1a958	.text	7	0		raw	rldicr
10b1a960	.text	8	0		raw	rldicl.
10b1a968	.text	7	0		raw	rldicl
10b1a970	.text	7	0		raw	rldic.
10b1a978	.text	6	0		raw	rldic
10b1a980	.text	7	0		raw	rldcr.
10b1a988	.text	6	0		raw	rldcr
10b1a990	.text	7	0		raw	rldcl.
10b1a998	.text	6	0		raw	rldcl
10b1a9a0	.text	5	0		raw	rfid
10b1a9ac	.text	5	0		raw	oris
10b1a9b8	.text	5	0		raw	orc.
10b1a9cc	.text	5	0		raw	nor.
10b1a9d8	.text	6	0		raw	nego.
10b1a9e0	.text	5	0		raw	nego
10b1a9e8	.text	5	0		raw	neg.
10b1a9f0	.text	8	0		ghidra+raw	nand.
10b1a9f8	.text	5	0		raw	nand
10b1aa00	.text	8	0		raw	mullwo.
10b1aa08	.text	7	0		raw	mullwo
10b1aa10	.text	7	0		raw	mullw.
10b1aa18	.text	6	0		raw	mullw
10b1aa20	.text	8	0		ghidra+raw	mulli
10b1aa28	.text	8	0		raw	mulldo.
10b1aa30	.text	7	0		raw	mulldo
10b1aa38	.text	8	0		ghidra+raw	mulld.
10b1aa40	.text	8	0		ghidra+raw	mulld
10b1aa48	.text	9	0		raw	mulhwuo.
10b1aa54	.text	8	0		raw	mulhwuo
10b1aa5c	.text	8	0		raw	mulhwu.
10b1aa64	.text	7	0		raw	mulhwu
10b1aa6c	.text	8	0		raw	mulhwo.
10b1aa74	.text	7	0		raw	mulhwo
10b1aa7c	.text	7	0		raw	mulhw.
10b1aa84	.text	6	0		raw	mulhw
10b1aa8c	.text	9	0		raw	mulhduo.
10b1aa98	.text	8	0		raw	mulhduo
10b1aaa0	.text	8	0		raw	mulhdu.
10b1aaa8	.text	7	0		raw	mulhdu
10b1aab0	.text	8	0		raw	mulhdo.
10b1aab8	.text	7	0		raw	mulhdo
10b1aac0	.text	7	0		raw	mulhd.
10b1aac8	.text	6	0		raw	mulhd
10b1aad0	.text	7	0		raw	mtvscr
10b1aad8	.text	7	0		raw	mtsrin
10b1aae0	.text	5	0		raw	mtsr
10b1aae8	.text	6	0		raw	mtspr
10b1aaf0	.text	7	0		raw	mtocrf
10b1aaf8	.text	9	0		raw	mtmsrdee
10b1ab04	.text	7	0		raw	mtmsrd
10b1ab0c	.text	6	0		raw	mtmsr
10b1ab14	.text	8	0		raw	mtfsfi.
10b1ab1c	.text	7	0		raw	mtfsfi
10b1ab24	.text	7	0		raw	mtfsf.
10b1ab2c	.text	6	0		raw	mtfsf
10b1ab34	.text	8	0		raw	mtfsb1.
10b1ab3c	.text	7	0		raw	mtfsb1
10b1ab44	.text	8	0		raw	mtfsb0.
10b1ab4c	.text	7	0		raw	mtfsb0
10b1ab54	.text	6	0		raw	mtcrf
10b1ab5c	.text	7	0		raw	mfvscr
10b1ab64	.text	5	0		raw	mftb
10b1ab6c	.text	7	0		raw	mfsrin
10b1ab74	.text	5	0		raw	mfsr
10b1ab7c	.text	6	0		raw	mfspr
10b1ab84	.text	7	0		raw	mfocrf
10b1ab8c	.text	6	0		raw	mfmsr
10b1ab94	.text	6	0		raw	mffs.
10b1ab9c	.text	5	0		raw	mffs
10b1aba4	.text	5	0		raw	mfcr
10b1abac	.text	6	0		raw	mcrxr
10b1abb4	.text	6	0		raw	mcrfs
10b1abbc	.text	5	0		raw	mcrf
10b1abc4	.text	8	0		raw	lvsr128
10b1abcc	.text	5	0		raw	lvsr
10b1abd4	.text	8	0		raw	lvsl128
10b1abdc	.text	5	0		raw	lvsl
10b1abe4	.text	5	0		raw	lwzx
10b1abec	.text	6	0		raw	lwzux
10b1abf4	.text	5	0		raw	lwzu
10b1ac00	.text	6	0		raw	lwbrx
10b1ac08	.text	5	0		raw	lwax
10b1ac10	.text	6	0		raw	lwaux
10b1ac18	.text	6	0		raw	lwarx
10b1ac24	.text	8	0		raw	lvxl128
10b1ac2c	.text	5	0		raw	lvxl
10b1ac34	.text	7	0		raw	lvx128
10b1ac40	.text	9	0		raw	lvrxl128
10b1ac4c	.text	6	0		raw	lvrxl
10b1ac54	.text	8	0		raw	lvrx128
10b1ac5c	.text	5	0		raw	lvrx
10b1ac64	.text	9	0		raw	lvlxl128
10b1ac70	.text	6	0		raw	lvlxl
10b1ac78	.text	8	0		raw	lvlx128
10b1ac80	.text	5	0		raw	lvlx
10b1ac88	.text	9	0		raw	lvewx128
10b1ac94	.text	6	0		raw	lvewx
10b1ac9c	.text	6	0		raw	lvehx
10b1aca4	.text	6	0		raw	lvebx
10b1acac	.text	5	0		raw	lswx
10b1acb4	.text	5	0		raw	lswi
10b1acc0	.text	5	0		raw	lhzx
10b1acc8	.text	6	0		raw	lhzux
10b1acd0	.text	5	0		raw	lhzu
10b1acdc	.text	6	0		raw	lhbrx
10b1ace4	.text	5	0		raw	lhax
10b1acec	.text	6	0		raw	lhaux
10b1acf4	.text	5	0		raw	lhau
10b1ad00	.text	5	0		raw	lfsx
10b1ad08	.text	6	0		raw	lfsux
10b1ad10	.text	5	0		raw	lfsu
10b1ad1c	.text	5	0		raw	lfdx
10b1ad24	.text	6	0		raw	lfdux
10b1ad2c	.text	5	0		raw	lfdu
10b1ad3c	.text	5	0		raw	ldux
10b1ad48	.text	6	0		raw	ldarx
10b1ad50	.text	6	0		raw	ldbrx
10b1ad5c	.text	5	0		raw	lbzx
10b1ad64	.text	6	0		raw	lbzux
10b1ad6c	.text	5	0		raw	lbzu
10b1ad78	.text	6	0		raw	isync
10b1ad80	.text	5	0		raw	icbi
10b1ad88	.text	7	0		raw	fsubs.
10b1ad90	.text	6	0		raw	fsubs
10b1ad98	.text	6	0		raw	fsub.
10b1ada0	.text	5	0		raw	fsub
10b1ada8	.text	8	0		raw	fsqrts.
10b1adb0	.text	7	0		raw	fsqrts
10b1adb8	.text	7	0		raw	fsqrt.
10b1adc0	.text	6	0		raw	fsqrt
10b1adc8	.text	6	0		raw	fsel.
10b1add0	.text	5	0		raw	fsel
10b1add8	.text	12	0		ghidra+raw	frsqrte.
10b1ade4	.text	8	0		ghidra+raw	frsqrte
10b1adec	.text	6	0		raw	frsp.
10b1adf4	.text	5	0		raw	frsp
10b1adfc	.text	8	0		ghidra+raw	fres.
10b1ae04	.text	5	0		raw	fres
10b1ae0c	.text	12	0		ghidra+raw	fnmsubs.
10b1ae18	.text	8	0		raw	fnmsubs
10b1ae20	.text	8	0		raw	fnmsub.
10b1ae28	.text	7	0		raw	fnmsub
10b1ae30	.text	12	0		ghidra+raw	fnmadds.
10b1ae3c	.text	8	0		ghidra+raw	fnmadds
10b1ae44	.text	8	0		ghidra+raw	fnmadd.
10b1ae4c	.text	7	0		raw	fnmadd
10b1ae54	.text	6	0		raw	fneg.
10b1ae5c	.text	5	0		raw	fneg
10b1ae64	.text	7	0		raw	fnabs.
10b1ae6c	.text	6	0		raw	fnabs
10b1ae74	.text	7	0		raw	fmuls.
10b1ae7c	.text	6	0		raw	fmuls
10b1ae84	.text	6	0		raw	fmul.
10b1ae8c	.text	5	0		raw	fmul
10b1ae94	.text	8	0		raw	fmsubs.
10b1ae9c	.text	7	0		raw	fmsubs
10b1aea4	.text	7	0		raw	fmsub.
10b1aeac	.text	6	0		raw	fmsub
10b1aeb4	.text	5	0		raw	fmr.
10b1aec0	.text	8	0		ghidra+raw	fmadds.
10b1aec8	.text	7	0		raw	fmadds
10b1aed0	.text	7	0		raw	fmadd.
10b1aed8	.text	6	0		raw	fmadd
10b1aee0	.text	7	0		raw	fdivs.
10b1aee8	.text	6	0		raw	fdivs
10b1aef0	.text	6	0		raw	fdiv.
10b1aef8	.text	5	0		raw	fdiv
10b1af00	.text	8	0		raw	fctiwz.
10b1af08	.text	7	0		raw	fctiwz
10b1af10	.text	7	0		raw	fctiw.
10b1af18	.text	6	0		raw	fctiw
10b1af20	.text	8	0		raw	fctidz.
10b1af28	.text	7	0		raw	fctidz
10b1af30	.text	8	0		ghidra+raw	fctid.
10b1af38	.text	8	0		ghidra+raw	fctid
10b1af40	.text	6	0		raw	fcmpu
10b1af48	.text	6	0		raw	fcmpo
10b1af50	.text	7	0		raw	fcfid.
10b1af58	.text	6	0		raw	fcfid
10b1af60	.text	8	0		ghidra+raw	fadds.
10b1af68	.text	8	0		ghidra+raw	fadds
10b1af70	.text	8	0		ghidra+raw	fadd.
10b1af78	.text	5	0		raw	fadd
10b1af80	.text	6	0		raw	fabs.
10b1af88	.text	5	0		raw	fabs
10b1af90	.text	7	0		raw	extsw.
10b1af98	.text	6	0		raw	extsw
10b1afa0	.text	7	0		raw	extsh.
10b1afa8	.text	6	0		raw	extsh
10b1afb0	.text	7	0		raw	extsb.
10b1afb8	.text	6	0		raw	extsb
10b1afc0	.text	5	0		raw	eqv.
10b1afcc	.text	6	0		raw	eieio
10b1afd4	.text	6	0		raw	ecowx
10b1afdc	.text	6	0		raw	eciwx
10b1afe4	.text	8	0		ghidra+raw	dstst
10b1aff4	.text	8	0		raw	divwuo.
10b1affc	.text	7	0		raw	divwuo
10b1b004	.text	7	0		raw	divwu.
10b1b00c	.text	6	0		raw	divwu
10b1b014	.text	7	0		raw	divwo.
10b1b01c	.text	6	0		raw	divwo
10b1b024	.text	6	0		raw	divw.
10b1b02c	.text	5	0		raw	divw
10b1b034	.text	8	0		raw	divduo.
10b1b03c	.text	7	0		raw	divduo
