# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_map.py.
# Do not hand-edit; do not paste any value into crates/ without a
# docs/whitebox/DISCLOSURE.md entry. 'unknown' is a valid, respectable value.
addr	size	symbol_or_empty	cluster	confidence	ncallers	ncallees	evidence
10be0079	330		unknown	unknown	2	10	-
10be01c3	75		unknown	unknown	1	4	-
10be020e	646		unknown	unknown	1	5	-
10be0494	23		unknown	unknown	2	0	-
10be04ab	60		unknown	unknown	1	3	-
10be04e7	102		unknown	unknown	1	3	str:__catch$%s$%d
10be054d	88		unknown	unknown	1	2	-
10be05a5	59		unknown	unknown	1	0	-
10be05e0	75		unknown	unknown	1	0	-
10be062b	5	thunk_FUN_10be05e0	thunk	high	1	0	ghidra-resolved thunk: thunk_FUN_10be05e0
10be0630	237		unknown	unknown	1	6	-
10be071d	93		unknown	unknown	4	2	-
10be077a	122		unknown	unknown	3	1	-
10be07f4	44		unknown	unknown	4	1	-
10be0820	75		unknown	unknown	9	0	-
10be086b	35		unknown	unknown	4	0	-
10be088e	32		unknown	unknown	3	0	-
10be08ae	44		unknown	unknown	1	0	-
10be08da	210		unknown	unknown	2	3	-
10be09ac	43		unknown	unknown	2	0	-
10be09d7	51		unknown	unknown	1	2	-
10be0a0a	169		unknown	unknown	1	7	str:__ehfuncinfo$%s
10be0ab3	47		unknown	unknown	1	1	-
10be0ae2	15		unknown	unknown	1	1	-
10be0af1	178		unknown	unknown	1	9	-
10be0ba3	41		unknown	unknown	1	2	-
10be0bcc	122		unknown	unknown	1	4	-
10be0c46	102		unknown	unknown	1	2	-
10be0cac	18		unknown	unknown	11	0	-
10be0cbe	61		unknown	unknown	1	2	-
10be0cfb	191		unknown	unknown	1	1	-
10be0dba	221		unknown	unknown	2	2	-
10be0e97	80		unknown	unknown	1	1	-
10be0ee7	306		unknown	unknown	2	0	-
10be1019	466		unknown	unknown	1	13	-
10be11eb	52		unknown	unknown	1	1	-
10be121f	91		unknown	unknown	1	2	-
10be127a	77		unknown	unknown	1	4	-
10be12c7	3022		unknown	unknown	1	13	str:__estypeinfo$%s$%d | __catchsym$%s$%d | __estypeinfo$%s
10be1e95	17		unknown	unknown	1	0	-
10be1ea6	77		unknown	unknown	1	2	-
10be1ef3	76		unknown	unknown	1	2	-
10be1f3f	1220		unknown	unknown	1	28	str:__unwindfunclet$%s$%d
10be2403	1467		unknown	unknown	1	24	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be29be	250		unknown	unknown	1	6	-
10be2ab8	1226		unknown	unknown	2	16	-
10be2f82	411		unknown	unknown	2	12	-
10be311d	154		unknown	unknown	2	7	-
10be31b7	295		unknown	unknown	1	6	-
10be32de	594		unknown	unknown	1	5	str:__unwind$%s$%d | __tryend$%s$%d
10be3530	583		unknown	unknown	2	12	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be3777	860		unknown	unknown	2	13	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be3ad4	140		unknown	unknown	2	2	-
10be3b60	748		unknown	unknown	1	10	-
10be3e4c	1583		unknown	unknown	2	17	-
10be447b	39		unknown	unknown	2	1	-
10be44a2	12		unknown	unknown	4	0	-
10be44ae	94		unknown	unknown	1	0	-
10be450c	140		unknown	unknown	2	2	-
10be4598	37		unknown	unknown	1	0	-
10be45bd	57		unknown	unknown	1	1	-
10be45f6	25		unknown	unknown	1	0	-
10be460f	160		unknown	unknown	1	3	-
10be46af	65		unknown	unknown	1	3	-
10be46f0	302		unknown	unknown	2	7	-
10be486c	28		unknown	unknown	2	0	-
10be4888	38		unknown	unknown	1	1	-
10be48ae	51		unknown	unknown	1	2	-
10be48e1	77		unknown	unknown	1	3	-
10be492e	74		unknown	unknown	1	3	-
10be4978	39		unknown	unknown	2	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be499f	51		unknown	unknown	5	1	-
10be49d2	34		unknown	unknown	5	0	-
10be49f4	13		unknown	unknown	7	0	-
10be4a01	34		unknown	unknown	1	0	-
10be4a23	15		unknown	unknown	1	0	-
10be4a32	249		unknown	unknown	2	2	-
10be4b2b	150		unknown	unknown	2	5	-
10be4bc1	131		unknown	unknown	1	4	-
10be4c44	167		unknown	unknown	1	4	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be4ceb	150		unknown	unknown	1	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be4d81	92		unknown	unknown	1	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be4ddd	331		unknown	unknown	1	7	-
10be4f28	1702		unknown	unknown	1	23	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be55cf	136		unknown	unknown	1	1	-
10be5657	75		unknown	unknown	1	2	-
10be56a2	1461		unknown	unknown	2	20	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be5cbe	16		unknown	unknown	1	0	-
10be5cce	28		unknown	unknown	1	0	-
10be5cea	28		unknown	unknown	1	0	-
10be5d06	69		unknown	unknown	1	0	-
10be5d4b	101		unknown	unknown	1	1	-
10be5db0	70		unknown	unknown	1	1	-
10be5df6	453		unknown	unknown	1	4	-
10be5fbb	139		unknown	unknown	3	1	-
10be6046	57		unknown	unknown	1	1	-
10be607f	65		unknown	unknown	1	1	-
10be60c0	428		unknown	unknown	1	7	-
10be626c	278		unknown	unknown	1	7	-
10be6382	700		unknown	unknown	2	13	-
10be663e	1197		unknown	unknown	2	16	-
10be6aeb	223		unknown	unknown	1	4	str:clui.dll | PATH
10be6bca	229		unknown	unknown	1	6	str:clui.dll
10be6caf	9		unknown	unknown	1	0	-
10be6cb8	91		unknown	unknown	2	0	-
10be6d13	38		unknown	unknown	5	1	-
10be6d39	22		unknown	unknown	6	0	-
10be6d4f	39		unknown	unknown	12	1	-
10be6d76	22		unknown	unknown	7	0	-
10be6d8c	15		unknown	unknown	9	0	-
10be6d9b	22		unknown	unknown	3	0	-
10be6db1	30		unknown	unknown	1	1	-
10be6dcf	40		unknown	unknown	2	0	-
10be6df7	30		unknown	unknown	1	1	-
10be6e15	44		unknown	unknown	3	1	-
10be6e41	65		unknown	unknown	0	1	-
10be6e82	65		unknown	unknown	0	1	-
10be6ec3	65		unknown	unknown	1	1	-
10be6f04	86		unknown	unknown	1	1	-
10be6f5a	77		unknown	unknown	11	0	-
10be6fa7	23		unknown	unknown	1	0	-
10be6fbe	69		unknown	unknown	1	1	-
10be7003	3		unknown	unknown	1	0	-
10be7006	198		unknown	unknown	2	4	-
10be70cc	8		unknown	unknown	23	1	-
10be70d4	7		unknown	unknown	2	1	-
10be70db	81		unknown	unknown	4	1	-
10be712c	83		unknown	unknown	1	0	-
10be717f	58		unknown	unknown	6	0	-
10be71c9	313		unknown	unknown	3	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be7302	40		unknown	unknown	2	0	-
10be732a	49		unknown	unknown	1	2	-
10be735b	51		unknown	unknown	4	1	-
10be738e	57		unknown	unknown	3	1	-
10be73cc	87		unknown	unknown	3	0	-
10be7423	80		unknown	unknown	1	0	-
10be7473	92		unknown	unknown	14	4	-
10be74cf	131		unknown	unknown	5	4	-
10be7552	124		unknown	unknown	2	5	-
10be75ce	16		unknown	unknown	5	0	-
10be75de	101		unknown	unknown	2	1	str:DEBSYM
10be7643	101		unknown	unknown	2	1	str:DEBTYP
10be76a8	44		unknown	unknown	4	2	str:PDATA
10be76d4	19		unknown	unknown	4	0	-
10be76e7	64		unknown	unknown	1	1	-
10be7727	124		unknown	unknown	3	2	str:.drectve | .text | .rdata
10be77a3	53		unknown	unknown	2	0	-
10be77d8	137		unknown	unknown	2	3	str:/include:__C2_11886 | /include:__CAP_Exit_Function | /include:__CAP_Enter_Function
10be7861	36		unknown	unknown	1	3	-
10be7885	35		unknown	unknown	2	1	-
10be78a8	165		unknown	unknown	12	4	-
10be794d	173		unknown	unknown	3	5	-
10be79fa	175		unknown	unknown	2	5	-
10be7aa9	94		unknown	unknown	1	3	-
10be7b07	68		unknown	unknown	2	4	-
10be7b4b	44		unknown	unknown	1	2	str:XDATA
10be7b77	39		unknown	unknown	1	0	-
10be7b9e	234		unknown	unknown	1	5	str:CONST
10be7c88	39		unknown	unknown	5	0	-
10be7caf	39		unknown	unknown	3	0	-
10be7cd6	80		unknown	unknown	3	0	-
10be7d26	80		unknown	unknown	5	0	-
10be7d76	245		unknown	unknown	1	10	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be7e81	397		unknown	unknown	0	14	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be800f	520		unknown	unknown	2	3	str:DGROUP
10be8217	5	thunk_FUN_10b737cb	thunk	high	3	0	ghidra-resolved thunk: thunk_FUN_10b737cb
10be821c	24		only-from:msobj-client	medium	2	0	all 2 callers in cluster msobj-client
10be8234	179		only-from:msobj-client	medium	1	3	all 1 callers in cluster msobj-client
10be82e7	388		msobj-client	high	1	9	calls FCreateFromBytesW
10be846b	55		unknown	unknown	2	0	-
10be84a2	40		unknown	unknown	2	1	-
10be84ca	308		unknown	unknown	1	0	-
10be85fe	159		unknown	unknown	2	2	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be869d	28		only-from:pdb-client	medium	1	0	all 1 callers in cluster pdb-client
10be86b9	115		unknown	unknown	1	1	-
10be872c	114		unknown	unknown	1	1	-
10be879e	33		unknown	unknown	1	0	-
10be87bf	87		unknown	unknown	1	2	-
10be8816	41		unknown	unknown	2	1	-
10be883f	45		unknown	unknown	1	0	-
10be886c	42		unknown	unknown	1	0	-
10be8896	33		unknown	unknown	1	0	-
10be88b7	20		unknown	unknown	2	0	-
10be88cb	24		unknown	unknown	3	0	-
10be88e3	34		unknown	unknown	3	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be8905	79		unknown	unknown	2	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be8954	34		unknown	unknown	1	1	-
10be8976	33		unknown	unknown	1	1	-
10be8997	90		unknown	unknown	1	3	-
10be89f1	90		unknown	unknown	2	3	-
10be8a4b	46		unknown	unknown	1	0	-
10be8a79	39		unknown	unknown	2	1	-
10be8aa0	42		unknown	unknown	1	0	-
10be8aca	169		unknown	unknown	3	0	-
10be8b73	73		unknown	unknown	1	0	-
10be8bbc	190		pdb-client	high	3	2	calls SigForPbCb
10be8c7a	32		unknown	unknown	1	1	-
10be8c9a	32		unknown	unknown	1	1	-
10be8cba	107		unknown	unknown	1	2	-
10be8d25	72		unknown	unknown	2	2	-
10be8d6d	47		unknown	unknown	1	0	-
10be8d9c	96		unknown	unknown	1	1	-
10be8dfc	43		unknown	unknown	1	1	-
10be8e27	85		unknown	unknown	1	2	-
10be8e7c	66		unknown	unknown	10	2	-
10be8ebe	66		unknown	unknown	3	2	-
10be8f00	56		unknown	unknown	2	2	-
10be8f38	31		unknown	unknown	2	0	-
10be8f57	51		unknown	unknown	2	1	-
10be8f8a	81		unknown	unknown	1	0	-
10be8fdb	21		unknown	unknown	1	0	-
10be8ff0	20		unknown	unknown	1	0	-
10be9004	143		unknown	unknown	1	3	-
10be9093	51		unknown	unknown	5	1	-
10be90c6	33		unknown	unknown	1	2	-
10be90e7	196		unknown	unknown	1	6	-
10be91ab	45		unknown	unknown	1	1	-
10be91d8	44		unknown	unknown	1	0	-
10be9204	52		unknown	unknown	1	2	-
10be9238	66		unknown	unknown	10	1	-
10be927a	30		unknown	unknown	6	1	-
10be9298	34		unknown	unknown	13	1	-
10be92ba	36		unknown	unknown	6	1	-
10be92de	16		unknown	unknown	2	2	-
10be92ee	69		unknown	unknown	1	1	-
10be9333	49		unknown	unknown	0	1	-
10be9364	51		unknown	unknown	20	1	-
10be9397	112		unknown	unknown	1	3	str:vector<T> too long
10be9407	377		unknown	unknown	1	6	str:vector<T> too long
10be9580	48		unknown	unknown	1	2	-
10be95b0	47		unknown	unknown	1	1	-
10be95df	30		unknown	unknown	18	1	-
10be95fd	65		unknown	unknown	2	2	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be963e	99		unknown	unknown	0	1	-
10be96a1	354		unknown	unknown	1	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10be9804	142		unknown	unknown	2	2	-
10be9892	129		unknown	unknown	1	6	-
10be9913	104		unknown	unknown	1	6	-
10be997b	11		unknown	unknown	1	1	-
10be9986	132		unknown	unknown	1	4	-
10be9a0a	111		unknown	unknown	2	2	-
10be9a79	91		unknown	unknown	1	4	-
10be9ad4	165		unknown	unknown	1	6	-
10be9b79	319		unknown	unknown	1	2	-
10be9cb8	124		unknown	unknown	1	5	-
10be9d34	248		unknown	unknown	1	8	str:`anonymous namespace'::
10be9e2c	122		unknown	unknown	1	5	-
10be9ea6	122		unknown	unknown	1	3	-
10be9f20	112		unknown	unknown	1	4	-
10be9f90	24		unknown	unknown	2	1	-
10be9fa8	177		unknown	unknown	1	5	-
10bea059	193		unknown	unknown	1	8	-
10bea11a	166		unknown	unknown	1	4	-
10bea1c0	95		unknown	unknown	1	4	-
10bea21f	95		unknown	unknown	1	4	-
10bea27e	322		unknown	unknown	1	7	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bea3c0	1033		unknown	unknown	1	9	str:Microsoft (R) Optimizing Compiler | enc_src | enc_cmd
10bea7c9	239		unknown	unknown	1	8	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bea8b8	218		unknown	unknown	2	9	-
10bea992	35		unknown	unknown	1	1	-
10bea9b5	83		unknown	unknown	1	3	str:vector<T> too long
10beaa08	44		unknown	unknown	1	1	-
10beaa34	196		unknown	unknown	1	6	-
10beaaf8	778		unknown	unknown	3	16	str:`anonymous namespace'::
10beae02	101		unknown	unknown	1	2	-
10beae67	55		unknown	unknown	1	2	-
10beae9e	39		unknown	unknown	1	2	-
10beaec5	287		unknown	unknown	2	5	-
10beafe4	78		unknown	unknown	1	2	-
10beb032	168		unknown	unknown	0	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10beb0db	48		unknown	unknown	2	1	-
10beb10b	70		unknown	unknown	1	3	-
10beb151	59		unknown	unknown	1	2	-
10beb18c	187		unknown	unknown	2	7	-
10beb247	62		unknown	unknown	1	1	-
10beb285	52		unknown	unknown	1	2	-
10beb2b9	54		unknown	unknown	1	2	-
10beb2ef	49		unknown	unknown	1	2	-
10beb320	74		unknown	unknown	1	2	-
10beb36a	75		unknown	unknown	1	2	-
10beb3b5	39		unknown	unknown	1	2	-
10beb3dc	47		unknown	unknown	1	2	-
10beb40b	20		unknown	unknown	1	1	-
10beb41f	327		unknown	unknown	1	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10beb567	31		unknown	unknown	2	1	-
10beb586	141		unknown	unknown	1	6	-
10beb613	1037		unknown	unknown	0	12	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10beba20	155		unknown	unknown	1	4	-
10bebd24	508		unknown	unknown	1	20	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bebf21	29		unknown	unknown	1	1	-
10bebf3e	165		unknown	unknown	3	6	-
10bebffd	248	_InvokeCompilerPass@12	unknown	unknown	0	9	-
10bec133	84	_InvokeCompilerPassW@16	unknown	unknown	0	4	-
10bec1cf	38		unknown	unknown	2	2	-
10bec1f5	49		unknown	unknown	1	2	-
10bec226	22		unknown	unknown	1	1	-
10bec23c	91		unknown	unknown	1	5	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bec297	15		unknown	unknown	15	1	-
10bec2a6	6		unknown	unknown	1	0	-
10bec2ac	187	_AbortCompilerPass@4	unknown	unknown	0	5	str: Abort complete.\n | Compiler terminating.  Please wait.
10bec367	108		unknown	unknown	1	1	-
10bec3d3	55		unknown	unknown	2	3	str:__ltcg.obj
10bec40a	122	DllGetObjHandler	unknown	unknown	0	4	-
10bec484	32		unknown	unknown	0	1	-
10bec4a4	50		unknown	unknown	2	1	-
10bec4d6	32		unknown	unknown	0	1	-
10bec4f6	46		unknown	unknown	1	1	-
10bec524	32		unknown	unknown	1	1	-
10bec544	50		unknown	unknown	1	1	-
10bec576	32		unknown	unknown	0	1	-
10bec596	46		unknown	unknown	1	1	-
10bec5c4	32		unknown	unknown	0	1	-
10bec5e4	46		unknown	unknown	1	1	-
10bec612	32		unknown	unknown	0	1	-
10bec632	50		unknown	unknown	1	1	-
10bec664	32		unknown	unknown	0	1	-
10bec684	50		unknown	unknown	1	1	-
10bec6b6	32		unknown	unknown	1	1	-
10bec6d6	55		unknown	unknown	1	2	-
10bec73b	11		unknown	unknown	1	0	-
10bec746	19		unknown	unknown	2	0	-
10bec759	207		unknown	unknown	1	6	-
10bec828	51		unknown	unknown	1	0	-
10bec85b	79		unknown	unknown	0	2	-
10bec8aa	106		unknown	unknown	1	1	-
10bec9b8	43		unknown	unknown	0	1	-
10bec9e3	88		unknown	unknown	0	2	-
10beccaf	61		unknown	unknown	0	1	-
10beccec	106		unknown	unknown	0	1	-
10becd56	21		unknown	unknown	0	1	-
10bece96	21		unknown	unknown	0	1	-
10bececa	21		unknown	unknown	0	1	-
10becf82	21		unknown	unknown	0	1	-
10bed102	21		unknown	unknown	0	1	-
10bed28a	15		unknown	unknown	3	1	-
10bed299	106		unknown	unknown	0	1	-
10bed5b7	15		unknown	unknown	2	1	-
10bed5c6	106		unknown	unknown	2	1	-
10bee23c	106		unknown	unknown	0	1	-
10bee904	106		unknown	unknown	0	1	-
10beec17	31		unknown	unknown	1	1	-
10beec36	106		unknown	unknown	0	1	-
10beecce	32		unknown	unknown	0	0	-
10beed26	141		unknown	unknown	0	1	-
10beee0c	21		unknown	unknown	1	1	-
10beee21	28		unknown	unknown	1	1	-
10beee3d	15		unknown	unknown	2	1	-
10beee4c	106		unknown	unknown	2	1	-
10beef4e	74		unknown	unknown	1	2	-
10beef98	15		unknown	unknown	1	1	-
10beefa7	106		unknown	unknown	1	1	-
10bef0a0	48		unknown	unknown	0	1	-
10bef0ef	69		unknown	unknown	1	2	-
10bef134	12		unknown	unknown	4	0	-
10bef140	7		unknown	unknown	1	1	-
10bef147	7		unknown	unknown	6	1	-
10bef2a1	32		unknown	unknown	0	2	-
10bef30c	37		unknown	unknown	0	2	-
10bef340	24		unknown	unknown	1	1	-
10bef358	24		unknown	unknown	0	1	-
10bef370	37		unknown	unknown	0	2	-
10bef3c2	37		unknown	unknown	0	2	-
10bef3f6	37		unknown	unknown	0	2	-
10bef42a	37		unknown	unknown	0	2	-
10bef46d	24		unknown	unknown	0	1	-
10bef485	24		unknown	unknown	0	1	-
10bef49d	44		unknown	unknown	0	3	-
10bef4e7	37		unknown	unknown	0	2	-
10bef51b	95		unknown	unknown	1	5	-
10bef57a	44		unknown	unknown	0	0	-
10bef5a6	32		unknown	unknown	1	0	-
10bef5c6	33		unknown	unknown	0	0	-
10bef5e7	30		unknown	unknown	0	0	-
10bef605	144		unknown	unknown	4	3	-
10bef695	26		unknown	unknown	1	1	-
10bef6af	26		unknown	unknown	1	1	-
10bef6c9	26		unknown	unknown	1	1	-
10bef6e3	26		unknown	unknown	1	1	-
10bef6fd	44		unknown	unknown	1	0	-
10bef729	44		unknown	unknown	0	3	-
10bf00a0	72		unknown	unknown	0	4	-
10bf07ac	99		unknown	unknown	1	4	-
10bf080f	261		unknown	unknown	1	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf0915	287		unknown	unknown	1	0	-
10bf0a34	247		unknown	unknown	1	4	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf0b2b	86		unknown	unknown	1	0	-
10bf0b81	211		unknown	unknown	1	3	-
10bf0c54	212		unknown	unknown	1	6	-
10bf0d28	102		unknown	unknown	1	4	-
10bf0d8e	12		unknown	unknown	2	2	-
10bf0d9a	779		unknown	unknown	1	21	str:_RtlCheckStack12
10bf10a5	398		unknown	unknown	1	11	-
10bf1233	199		unknown	unknown	4	6	-
10bf12fa	24		unknown	unknown	4	1	-
10bf1312	113		unknown	unknown	1	5	-
10bf1383	141		unknown	unknown	1	7	-
10bf1410	85		unknown	unknown	1	3	-
10bf1465	345		unknown	unknown	1	11	-
10bf15be	186		unknown	unknown	1	8	-
10bf1678	283		unknown	unknown	1	13	-
10bf1793	146		unknown	unknown	1	10	-
10bf1825	232		unknown	unknown	1	8	-
10bf190d	205		unknown	unknown	1	9	-
10bf19da	176		unknown	unknown	1	7	-
10bf1a8a	619		unknown	unknown	6	0	-
10bf1cf5	37		unknown	unknown	2	0	-
10bf1d1a	555		unknown	unknown	1	12	-
10bf1f45	594		unknown	unknown	1	13	-
10bf2197	182		unknown	unknown	1	3	-
10bf224d	805		unknown	unknown	1	16	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf2573	147		unknown	unknown	1	7	-
10bf2606	143		unknown	unknown	2	2	-
10bf2695	94		unknown	unknown	2	2	-
10bf26f3	156		unknown	unknown	1	7	-
10bf278f	77		unknown	unknown	8	3	-
10bf27dc	362		unknown	unknown	1	10	-
10bf2946	223		unknown	unknown	1	8	-
10bf2a25	318		unknown	unknown	1	10	-
10bf2b63	132		unknown	unknown	2	0	-
10bf2be7	625		unknown	unknown	1	20	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf2e59	129		unknown	unknown	1	6	-
10bf2eda	589		unknown	unknown	1	19	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf3128	612		unknown	unknown	1	21	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf338c	286		unknown	unknown	1	11	-
10bf34aa	245		unknown	unknown	1	11	-
10bf359f	395		unknown	unknown	1	11	-
10bf372a	484		unknown	unknown	1	11	-
10bf390e	201		unknown	unknown	1	9	-
10bf39d7	1344		unknown	unknown	1	13	-
10bf3f17	284		unknown	unknown	1	11	-
10bf4033	562		unknown	unknown	3	13	-
10bf4265	594		unknown	unknown	1	9	-
10bf44b7	126		unknown	unknown	1	0	-
10bf4535	201		unknown	unknown	2	3	-
10bf45fe	159		unknown	unknown	2	1	-
10bf469d	120		unknown	unknown	1	5	-
10bf4715	250		unknown	unknown	1	8	-
10bf480f	92		unknown	unknown	1	0	-
10bf486b	31		unknown	unknown	14	3	-
10bf488a	783		unknown	unknown	1	19	-
10bf4b99	432		unknown	unknown	1	15	-
10bf4d49	414		unknown	unknown	1	14	-
10bf4ee7	495		unknown	unknown	1	15	-
10bf50d6	672		unknown	unknown	1	16	-
10bf5376	2485		unknown	unknown	1	23	-
10bf5d2b	2090		unknown	unknown	1	33	str:memset
10bf6555	1477		unknown	unknown	1	31	str:memcpy | _blkmov
10bf6b1a	144		unknown	unknown	1	7	-
10bf6baa	215		unknown	unknown	1	9	-
10bf6c81	129		unknown	unknown	1	7	-
10bf6d02	281		unknown	unknown	1	12	-
10bf6e1b	281		unknown	unknown	1	12	-
10bf6f34	614		unknown	unknown	1	16	-
10bf719a	198		unknown	unknown	1	9	-
10bf7260	1068		unknown	unknown	1	19	-
10bf768c	200		unknown	unknown	1	10	-
10bf7754	501		unknown	unknown	1	14	-
10bf7949	197		unknown	unknown	1	9	-
10bf7a0e	265		unknown	unknown	3	10	-
10bf7b17	8		unknown	unknown	1	1	-
10bf7b1f	314		unknown	unknown	1	8	-
10bf7c59	4569		unknown	unknown	1	97	str:setjmp | _setjmpex | e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf958a	316		unknown	unknown	2	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bf96c6	19		unknown	unknown	4	0	-
10bf96d9	17		unknown	unknown	1	0	-
10bf96ea	55		unknown	unknown	1	1	-
10bf9721	55		unknown	unknown	1	1	-
10bf9758	21		unknown	unknown	1	0	-
10bf976d	27		unknown	unknown	1	0	-
10bf9788	64		unknown	unknown	1	0	-
10bf97c8	64		unknown	unknown	1	0	-
10bf9808	50		unknown	unknown	2	1	-
10bf983a	117		unknown	unknown	1	0	-
10bf98af	61		unknown	unknown	1	1	-
10bf98ec	943		unknown	unknown	1	2	-
10bf9e55	96		unknown	unknown	1	1	-
10bf9eb5	96		unknown	unknown	1	1	-
10bf9f15	3861		unknown	unknown	2	13	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bfb00d	237		unknown	unknown	1	2	-
10bfb0fa	117		unknown	unknown	1	3	-
10bfb16f	146		unknown	unknown	1	2	-
10bfb201	202		unknown	unknown	4	5	-
10bfb2cb	172		unknown	unknown	2	5	-
10bfb377	8		unknown	unknown	1	0	-
10bfb37f	22		unknown	unknown	3	1	-
10bfb395	112		unknown	unknown	1	3	-
10bfb405	80		unknown	unknown	2	0	-
10bfb455	110		unknown	unknown	2	1	-
10bfb4c3	53		unknown	unknown	3	0	-
10bfb4f8	44		unknown	unknown	1	0	-
10bfb524	147		unknown	unknown	3	2	-
10bfb5b7	30		unknown	unknown	1	0	-
10bfb5d5	31		unknown	unknown	1	0	-
10bfb5f4	37		unknown	unknown	5	0	-
10bfb619	495		unknown	unknown	1	2	-
10bfb808	205		unknown	unknown	1	6	-
10bfb8d5	149		unknown	unknown	1	4	-
10bfb96a	61		unknown	unknown	1	3	-
10bfb9a7	133		unknown	unknown	3	0	-
10bfbb1b	86		unknown	unknown	1	0	-
10bfbbe5	294		unknown	unknown	1	6	-
10bfbd0b	143		unknown	unknown	1	4	-
10bfbd9a	163		unknown	unknown	1	6	-
10bfbe3d	402		unknown	unknown	1	8	-
10bfbfcf	48		unknown	unknown	1	1	-
10bfbfff	48		unknown	unknown	1	1	-
10bfc02f	44		unknown	unknown	1	0	-
10bfc05b	61		unknown	unknown	1	1	-
10bfc098	71		unknown	unknown	1	2	-
10bfc0df	83		unknown	unknown	1	1	-
10bfc132	84		unknown	unknown	8	1	-
10bfc186	101		unknown	unknown	1	0	-
10bfc1eb	95		unknown	unknown	3	0	-
10bfc24a	238		unknown	unknown	1	4	-
10bfc338	194		unknown	unknown	1	9	-
10bfc3fa	63		unknown	unknown	1	0	-
10bfc439	62		unknown	unknown	1	0	-
10bfc477	529		unknown	unknown	1	10	-
10bfc688	70		unknown	unknown	11	0	-
10bfc89f	265		unknown	unknown	2	2	-
10bfc9a8	175		unknown	unknown	1	2	-
10bfca57	558		unknown	unknown	1	12	-
10bfcc85	71		unknown	unknown	4	0	-
10bfcccc	190		unknown	unknown	3	6	-
10bfcd8a	165		unknown	unknown	1	6	-
10bfce2f	150		unknown	unknown	5	2	-
10bfcec5	183		unknown	unknown	1	4	-
10bfcf7c	1769		unknown	unknown	1	23	-
10bfd665	485		unknown	unknown	1	7	-
10bfda47	321		unknown	unknown	1	8	-
10bfdb88	677		unknown	unknown	2	8	-
10bfde2d	791		unknown	unknown	1	14	-
10bfdf47	1927		unknown	unknown	1	17	-
10bfe6ce	54		unknown	unknown	1	1	-
10bfe704	143		unknown	unknown	1	4	-
10bfe793	814		unknown	unknown	3	10	-
10bfeac1	145		unknown	unknown	3	5	-
10bfeb52	165		unknown	unknown	1	4	-
10bfebf7	123		unknown	unknown	1	0	-
10bfec72	211		unknown	unknown	1	3	-
10bfed45	14		unknown	unknown	2	0	-
10bfed53	89		unknown	unknown	1	2	-
10bfedac	21		unknown	unknown	1	0	-
10bfedc1	200		unknown	unknown	1	8	-
10bfee89	17		unknown	unknown	1	1	-
10bfee9a	17		unknown	unknown	1	1	-
10bfeeab	272		unknown	unknown	1	11	str:__jump_unwind
10bfefbb	1191		unknown	unknown	1	23	-
10bff4a8	8		unknown	unknown	1	0	-
10bff4b0	87		unknown	unknown	1	3	-
10bff507	257		unknown	unknown	2	0	-
10bff608	296		unknown	unknown	1	11	-
10bff730	85		unknown	unknown	1	0	-
10bff785	140		unknown	unknown	1	2	-
10bff811	187		unknown	unknown	1	1	-
10bff8cc	54		unknown	unknown	2	2	-
10bff902	90		unknown	unknown	1	4	-
10bff95c	327		unknown	unknown	2	11	-
10bffaa3	207		unknown	unknown	2	2	-
